Generating SQLite file report_baseline1.sqlite from report_baseline1.nsys-rep
Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)  Min (ns)  Max (ns)   StdDev (ns)   Style              Range           
 --------  ---------------  ---------  ---------  --------  --------  ---------  -----------  -------  ---------------------------
     97.3       4795499692       2026  2366979.1   22354.0       173  381643792   23935385.8  PushPop  NCCL:ncclGroupEnd          
      2.4        120444376         24  5018515.7  104751.0     34797   35032440   11454654.3  PushPop  NCCL:ncclCommInitRankConfig
      0.1          6861801       1768     3881.1    3326.0      2308      37222       2308.3  PushPop  NCCL:ncclAllReduce         
      0.1          4856476       2026     2397.1    1279.0       146     130527       5203.0  PushPop  NCCL:ncclGroupStart        
      0.0           439360         68     6461.2    5362.0      2840      25060       4474.0  PushPop  NCCL:ncclBroadcast         
      0.0           343512         32    10734.8    8564.0      4597      24797       5201.9  PushPop  NCCL:ncclSend              
      0.0           156710         32     4897.2    1861.5      1476      29179       7887.0  PushPop  NCCL:ncclRecv              

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/osrt_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain OS Runtime trace data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)    Med (ns)   Min (ns)   Max (ns)   StdDev (ns)                      Name                     
      0.0           169724         96        1768.0        1536.0       1375        2560        419.8  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0           160130         32        5004.1        4992.0       4960        5120         37.8  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float…
      0.0           124543         32        3892.0        3903.5       3744        4032         63.4  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.0           109154         96        1137.0        1024.0        895        1632        242.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      0.0           103552         92        1125.6        1024.0        959        1472        171.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::deta…
      0.0            96572         64        1508.9        1440.0       1184        2592        344.7  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<long>…
      0.0            95838        100         958.4         928.0        896        1120         56.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa…
      0.0            93919         32        2935.0        2848.0       1920        3936        560.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0            83458         96         869.4         864.0        831        1216         67.2  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.0            69309         64        1083.0        1088.0        991        1216         81.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      0.0            40577         32        1268.0        1248.0       1247        1408         40.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::log_kernel_cuda(at::TensorIterat…
      0.0            34495         32        1078.0        1088.0       1056        1121         20.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, bool…
      0.0            33535         32        1048.0        1056.0       1023        1056         14.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at:…
      0.0            33086         32        1033.9        1024.0       1023        1057         15.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at…
      0.0            31708         32         990.9         992.0        959        1024         10.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at…
      0.0            31041         32         970.0         960.0        959         993         15.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, a…
      0.0            30688         32         959.0         960.0        928         992         15.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, …
      0.0             5215          4        1303.8        1311.5       1280        1312         15.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at…
      0.0             5056          4        1264.0        1264.0       1248        1280         18.5  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0             4865          4        1216.3        1216.0       1216        1217          0.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)            Operation           
 --------  ---------------  -----  --------  --------  --------  --------  -----------  ------------------------------
     50.7          4292968    524    8192.7    1088.0       864    222882      21459.1  [CUDA memcpy Device-to-Device]
     43.4          3679653   1792    2053.4    1248.0       319     18816       1994.5  [CUDA memset]                 
      4.1           349344    602     580.3     480.0       319     18080        877.8  [CUDA memcpy Host-to-Device]  
      1.8           149565     98    1526.2    1264.0      1024      5184        824.9  [CUDA memcpy Device-to-Host]  

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
   2026.603    524     3.868     0.004     0.000   103.285       10.574  [CUDA memcpy Device-to-Device]
    102.098   1792     0.057     0.000     0.000     4.194        0.482  [CUDA memset]                 
      1.850    602     0.003     0.000     0.000     0.033        0.006  [CUDA memcpy Host-to-Device]  
      0.002     98     0.000     0.000     0.000     0.000        0.000  [CUDA memcpy Device-to-Host]  

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/openmp_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain OpenMP event data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain DX11 CPU debug markers.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain DX12 GPU debug markers.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain DX12 CPU debug markers.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain WDDM context data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/um_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/um_total_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report_baseline1.sqlite] with [/usr/local/cuda-12.3/NsightSystems-cli-2023.4.1/target-linux-x64/reports/openacc_sum.py]... 
SKIPPED: report_baseline1.sqlite does not contain OpenACC event data.

